GEOID,District,Total,Total_VAP,White,Hispanic,Black,Native,Asian,Pacific,D_votes,R_votes
37071000039,9,5326,4172,3758,92,144,130,33,0,375.6666666666667,2293.6666666666665
37071000040,9,7701,5975,4131,431,1219,123,67,7,1127.6666666666667,2315.5
37071000041,9,6406,4732,3424,455,647,149,66,5,706.0,1823.6666666666667
37071000042,9,3660,2934,2505,118,185,61,53,3,621.0,1432.3333333333333
37071000043,9,6437,5029,3953,210,679,134,56,2,1022.3333333333334,2201.6666666666665
37071000044,9,6934,5464,4422,227,563,141,81,3,1001.1666666666666,2692.0
37071000045,9,5747,4427,2859,267,1049,114,147,2,1216.0,1444.8333333333333
37071000046,9,7645,5997,4785,262,660,150,115,8,1041.5,2620.1666666666665
37073000001,6,1884,1562,855,10,657,46,3,1,595.8333333333334,463.0
37073000002,6,1375,1037,829,9,164,16,13,4,200.33333333333334,503.8333333333333
37073000003,6,2560,1987,1148,25,750,62,7,8,698.0,672.8333333333334
37073000005,6,1373,1120,817,8,279,9,6,1,263.3333333333333,508.6666666666667
3707300004N,6,2116,1700,1225,42,370,48,12,6,350.6666666666667,640.6666666666666
3707300004S,6,1170,937,497,23,402,10,6,2,386.1666666666667,321.3333333333333
3707500EAST,3,3276,2597,2336,75,39,139,21,2,383.1666666666667,1343.0
3707500STEC,3,1380,1170,1088,23,12,47,3,0,195.0,621.8333333333334
3707500TAPO,3,541,426,409,2,4,9,3,0,46.166666666666664,276.0
3707500WEST,3,2833,2177,1817,33,26,310,10,4,322.3333333333333,1121.6666666666667
3707700ANTI,11,1254,1059,407,34,608,13,3,2,598.0,306.8333333333333
3707700BERE,11,2118,1737,1114,73,514,32,6,1,522.8333333333334,686.6666666666666
3707700BTNR,11,8916,7519,2982,1278,3175,151,24,6,1192.3333333333333,882.5
3707700CORI,11,3321,2548,1430,352,720,46,16,4,791.3333333333334,912.0
3707700CRDL,11,2876,2286,960,84,1204,33,15,2,959.0,422.6666666666667
3707700CRDM,11,7211,5494,3011,529,1744,172,100,8,1928.1666666666667,1719.5
3707700EAOX,11,2981,2297,951,99,1213,26,21,2,1027.5,440.0
3707700MTEN,11,6806,5224,3493,397,1119,131,67,6,1506.6666666666667,2075.1666666666665
3707700OKHL,11,1730,1380,849,45,471,21,1,2,424.1666666666667,492.6666666666667
3707700SALM,11,2370,1868,1157,108,555,27,19,3,680.1666666666666,706.5
3707700SASS,11,2558,2075,1384,74,593,32,8,2,591.8333333333334,813.3333333333334
3707700SOOX,11,2455,1907,565,136,1187,31,20,0,805.8333333333334,231.33333333333334
3707700TYHO,11,6219,4852,3573,299,831,122,24,2,1012.0,2070.0
3707700WILT,11,8131,6331,5075,331,661,170,81,9,1520.5,2962.8333333333335
3707700WOEL,11,2046,1618,687,101,812,14,0,4,716.3333333333334,398.6666666666667
37079000SH1,7,2527,2011,1003,132,849,27,25,1,669.3333333333334,571.5
3707900ARBA,7,1465,1097,471,105,511,20,3,0,380.1666666666667,327.8333333333333
3707900BEAR,7,1299,1011,659,78,262,9,5,0,255.5,406.3333333333333
3707900BULL,7,1455,1107,542,209,337,29,2,2,293.1666666666667,321.0
3707900CAST,7,1331,1043,650,77,280,33,1,0,209.66666666666666,445.5
3707900HOOK,7,1306,967,477,167,312,18,2,0,263.6666666666667,324.5
3707900MAUR,7,5395,4913,2162,310,2345,89,13,3,576.5,649.8333333333334
3707900SHIN,7,2431,1897,1044,316,512,44,6,0,458.6666666666667,709.8333333333334
3707900SUGG,7,1565,1238,606,194,417,22,6,1,329.5,416.0
3707900WALS,7,1677,1282,586,308,350,41,0,0,361.8333333333333,395.3333333333333
370810000GR,13,3611,2925,2597,98,125,67,23,8,405.1666666666667,1583.1666666666667
37081000CG1,13,4100,3409,2198,133,840,64,166,0,1316.6666666666667,772.1666666666666
37081000CG2,13,2848,2230,1687,107,262,35,139,1,1012.1666666666666,800.8333333333334
37081000FR1,13,6902,5728,2476,474,2072,111,659,9,2200.1666666666665,1039.1666666666667
37081000FR2,13,3241,2561,1731,104,355,48,326,1,1003.5,927.1666666666666
37081000FR3,13,2118,1570,1092,99,244,28,100,3,677.6666666666666,583.6666666666666
37081000FR4,13,1884,1481,1149,97,144,20,73,1,570.6666666666666,697.6666666666666
37081000G01,13,1756,1619,405,120,1093,16,59,2,768.6666666666666,63.166666666666664
37081000G02,13,2530,1850,435,201,784,29,416,3,642.0,249.16666666666666
37081000G03,13,3203,2336,165,357,1786,72,48,2,1249.0,97.33333333333333
37081000G04,13,3457,2436,189,313,1861,55,73,4,1187.6666666666667,93.83333333333333
37081000G05,13,2295,1538,69,96,1352,23,34,1,1002.6666666666666,48.666666666666664
37081000G06,13,2152,1583,89,89,1368,18,37,0,1040.6666666666667,45.0
37081000G07,13,4108,3136,786,230,1793,101,308,5,1063.1666666666667,344.8333333333333
37081000G08,13,4139,3043,600,358,1725,62,363,1,1275.1666666666667,363.3333333333333
37081000G09,13,5433,3895,821,383,2472,100,182,11,1761.5,336.0
37081000G10,13,4922,3546,764,483,2131,89,163,2,1624.8333333333333,357.6666666666667
37081000G11,13,2107,1895,1491,73,239,27,74,0,995.8333333333334,265.8333333333333
37081000G12,13,1303,1162,950,35,113,19,39,3,718.3333333333334,154.5
37081000G13,13,1664,1473,1212,51,147,44,22,3,836.5,301.0
37081000G14,13,1475,1172,1023,58,52,25,18,6,745.1666666666666,245.66666666666666
37081000G15,13,1596,1401,1205,40,99,22,28,1,824.1666666666666,287.1666666666667
37081000G16,13,1685,1325,1219,31,40,27,14,0,786.5,475.5
37081000G17,13,2126,1738,1457,55,117,31,72,2,890.5,589.8333333333334
37081000G18,13,1518,1234,1117,44,37,19,25,3,570.5,562.0
37081000G19,13,1957,1656,1393,60,163,26,28,1,677.5,584.8333333333334
37081000G20,13,3239,2641,2165,78,291,43,81,2,1117.1666666666667,885.5
37081000G21,13,5459,4205,2361,278,1211,72,317,1,1571.0,1052.1666666666667
37081000G22,13,2183,1708,1451,64,113,27,49,3,730.3333333333334,780.5
37081000G23,13,2102,1723,1153,95,355,25,94,3,733.1666666666666,386.8333333333333
37081000G24,13,2016,1705,1009,86,504,40,67,0,769.8333333333334,307.0
37081000G25,13,2364,1978,1369,77,466,25,28,0,927.8333333333334,524.1666666666666
37081000G26,13,4719,3591,1548,231,1564,72,218,5,1873.8333333333333,531.8333333333334
37081000G27,13,3866,3104,2271,86,580,53,119,2,1362.3333333333333,1041.6666666666667
37081000G28,13,1502,1237,852,68,240,28,47,3,564.8333333333334,339.8333333333333
37081000G29,13,2433,2105,1304,136,542,47,102,1,795.3333333333334,407.8333333333333
37081000G30,13,2138,1755,1470,45,120,29,84,0,722.6666666666666,721.3333333333334
37081000G31,13,1876,1549,1304,43,123,28,35,2,713.3333333333334,480.6666666666667
37081000G32,13,2880,2277,1887,63,162,19,125,2,1175.5,904.0
37081000G33,13,1975,1553,1407,35,51,21,37,2,797.5,623.8333333333334
37081000G34,13,2100,1681,1508,46,88,9,22,1,877.5,661.1666666666666
37081000G35,13,1400,1145,1034,24,33,17,30,2,646.0,404.8333333333333
37081000G36,13,2972,2160,1295,149,642,33,58,1,1003.1666666666666,483.8333333333333
37081000G37,13,4540,3442,1301,345,1604,96,135,8,1406.8333333333333,416.8333333333333
37081000G38,13,3279,2571,1653,170,580,69,129,2,1230.5,627.1666666666666
37081000G39,13,2235,1948,1392,138,266,41,79,0,676.5,385.1666666666667
37081000G43,13,4748,3803,1626,391,1574,105,158,3,1493.3333333333333,506.6666666666667
37081000G44,13,4432,4226,2196,259,1570,52,185,7,1339.8333333333333,232.83333333333334
37081000G45,13,5902,5790,2581,606,2351,73,273,3,1433.8333333333333,200.16666666666666
37081000G46,13,5550,3779,380,299,3042,68,56,7,1720.0,72.83333333333333
37081000G47,13,4677,3844,1379,464,1819,81,161,5,1459.8333333333333,277.3333333333333
37081000G48,13,5567,5068,2528,359,1898,115,203,12,1824.3333333333333,394.3333333333333
37081000G49,13,2092,1619,582,148,805,38,65,1,644.3333333333334,137.16666666666666
37081000G50,13,6148,4704,935,1040,2515,145,189,7,1634.8333333333333,347.5
37081000G51,13,3316,2540,740,497,930,109,338,10,897.1666666666666,344.3333333333333
37081000G52,13,3330,2590,326,390,1737,55,111,0,1145.1666666666667,133.83333333333334
37081000G53,13,4752,3550,329,620,2521,83,72,5,1889.1666666666667,150.16666666666666
37081000G54,13,4772,3558,519,567,2391,59,61,9,1594.6666666666667,181.66666666666666
37081000G55,13,3644,2751,452,305,1823,74,149,4,1520.5,261.6666666666667
37081000G56,13,2851,2200,401,317,870,74,602,11,948.0,284.5
37081000G57,13,2885,2242,464,331,1277,55,171,10,1114.5,261.1666666666667
37081000G58,13,3360,2624,527,408,1456,79,215,4,1138.8333333333333,217.5
37081000G59,13,2501,1863,383,361,899,54,188,7,807.6666666666666,218.0
37081000G60,13,4188,3121,699,856,1279,81,275,9,955.5,291.8333333333333
37081000G61,13,3717,2658,586,472,1363,70,213,18,1105.5,286.0
37081000G62,13,2574,2017,928,269,662,55,140,3,759.6666666666666,374.3333333333333
37081000G63,13,2721,2287,1248,120,804,23,96,0,980.5,429.3333333333333
37081000G64,13,4583,3641,1314,400,1714,110,174,11,1466.0,420.5
37081000G65,13,3799,2933,1469,246,910,53,268,4,1237.6666666666667,593.5
37081000G66,13,3411,2628,1467,189,674,49,290,0,1173.6666666666667,666.1666666666666
37081000G67,13,1905,1734,45,105,1576,27,19,0,712.3333333333334,24.166666666666668
37081000G68,13,3286,3152,38,203,2937,24,8,1,880.6666666666666,17.5
37081000G69,13,3263,2602,625,188,1720,34,63,2,1346.8333333333333,121.5
37081000G70,13,3739,3013,76,216,2738,61,39,2,1475.8333333333333,43.666666666666664
37081000G71,13,3965,2794,84,229,2385,86,95,3,1490.8333333333333,63.833333333333336
37081000G72,13,4141,2991,235,371,2255,70,119,4,1588.3333333333333,104.16666666666667
37081000G73,13,2201,1723,87,138,1474,49,17,5,1064.3333333333333,34.666666666666664
37081000G74,13,2753,2157,51,145,1953,30,9,1,1492.5,48.166666666666664
37081000G75,13,2298,1801,179,120,1444,56,61,1,1193.1666666666667,93.33333333333333
37081000GIB,13,3997,3125,2087,178,742,89,33,0,902.6666666666666,1089.1666666666667
37081000H01,13,4368,3061,1009,691,1130,101,187,11,836.8333333333334,331.8333333333333
37081000H02,13,2647,2111,1169,279,535,56,104,2,565.0,544.3333333333334
37081000H03,13,4062,2867,609,595,1229,79,413,3,759.3333333333334,212.33333333333334
37081000H04,13,5025,3728,1194,543,1154,84,816,4,1106.1666666666667,623.6666666666666
37081000H05,13,3868,2818,534,339,1617,68,309,4,1168.6666666666667,224.16666666666666
37081000H06,13,4379,3304,1554,296,1066,71,333,1,1363.0,746.1666666666666
37081000H07,13,2622,1900,223,304,1308,45,63,2,799.6666666666666,96.0
37081000H08,13,2496,1714,204,177,1255,25,73,2,604.1666666666666,65.0
37081000H09,13,3416,2273,257,195,1740,60,69,2,900.5,51.0
37081000H10,13,3238,2379,346,216,1587,68,214,1,1371.5,186.0
37081000H11,13,5718,5260,3284,381,1314,42,109,13,1017.3333333333334,218.0
37081000H12,13,2301,1780,721,227,746,70,63,1,670.3333333333334,254.83333333333334
37081000H13,13,2497,2048,1526,92,323,32,72,4,657.0,684.6666666666666
37081000H14,13,1824,1464,1152,65,157,25,65,3,484.3333333333333,730.1666666666666
37081000H15,13,3087,2430,1308,191,741,54,163,1,824.3333333333334,610.3333333333334
37081000H16,13,2000,1592,1001,133,300,29,134,1,481.1666666666667,504.8333333333333
37081000H17,13,2395,1840,695,237,756,42,101,0,588.8333333333334,234.0
37081000H18,13,3255,2698,942,220,1346,39,148,1,1066.8333333333333,282.6666666666667
37081000H21,13,2042,1688,1110,130,324,31,103,3,518.8333333333334,587.3333333333334
37081000H22,13,2544,1947,867,232,730,36,110,1,560.0,404.5
37081000H23,13,1977,1632,1167,104,255,26,91,2,440.0,620.3333333333334
37081000H24,13,3087,2504,1659,162,444,48,200,0,905.6666666666666,964.6666666666666
37081000H25,13,4195,3354,2306,156,571,46,267,9,1257.5,1529.3333333333333
37081000H26,13,2788,2186,1453,128,410,30,174,9,834.1666666666666,798.1666666666666
37081000H28,13,3824,3103,1617,251,942,60,236,4,1347.8333333333333,910.5
37081000OR1,13,5202,3822,3094,180,208,62,256,9,1072.3333333333333,2085.5
37081000OR2,13,3444,2549,2026,106,158,36,210,1,745.5,1397.6666666666667
37081000PG1,13,2800,2143,1424,165,489,68,11,2,548.8333333333334,816.5
37081000PG2,13,3424,2848,2433,80,267,45,21,4,577.0,1541.6666666666667
37081000RC1,13,5058,3930,2249,147,1388,57,90,7,1568.3333333333333,1262.6666666666667
37081000RC2,13,8499,6325,3760,389,1881,144,172,1,2025.8333333333333,1894.8333333333333
37081000SF1,13,4711,3423,2703,195,223,72,217,3,1008.8333333333334,1678.6666666666667
37081000SF2,13,2230,1729,1522,74,73,34,26,2,474.1666666666667,942.1666666666666
37081000SF3,13,4438,3366,2147,154,325,68,661,1,1114.3333333333333,1211.3333333333333
37081000SF4,13,5003,3667,2771,170,316,41,361,3,1194.5,1726.8333333333333
3708100CG3A,13,2151,1813,1355,79,256,22,115,0,875.6666666666666,616.8333333333334
3708100CG3B,13,3503,2715,1886,128,498,25,177,1,1404.8333333333333,931.1666666666666
3708100FEN1,13,5076,4091,1479,230,2251,85,85,3,2049.8333333333335,824.8333333333334
3708100FEN2,13,2507,1993,1595,51,282,42,36,6,619.1666666666666,976.3333333333334
3708100FR5A,13,3119,2339,1573,148,377,42,188,0,883.8333333333334,835.1666666666666
3708100FR5B,13,1983,1448,1032,109,206,38,65,3,443.8333333333333,541.5
3708100G40B,13,1908,1601,1149,59,241,28,132,0,695.1666666666666,536.5
3708100G41A,13,2279,2009,1289,146,443,31,90,1,668.3333333333334,433.0
3708100G41B,13,2812,2333,1558,168,297,48,258,9,897.3333333333334,696.0
3708100G42A,13,1913,1647,1189,97,274,25,73,3,699.6666666666666,551.5
3708100G42B,13,1124,1085,986,22,60,9,14,0,499.5,324.3333333333333
3708100H19A,13,2186,1706,348,207,1033,29,110,1,788.6666666666666,115.0
3708100H19B,13,1509,1285,735,99,366,34,71,0,421.0,308.1666666666667
3708100H20A,13,2108,1682,975,128,448,41,92,0,533.0,424.3333333333333
3708100H20B,13,1651,1316,887,64,271,21,73,1,475.6666666666667,481.8333333333333
3708100H29A,13,3384,2723,1321,214,856,41,300,3,1129.1666666666667,617.0
3708100H29B,13,4213,3541,1860,271,976,61,389,6,1277.0,714.5
3708100JAM1,13,3406,2821,2137,102,426,46,103,3,1083.6666666666667,1213.3333333333333
3708100JAM2,13,2368,1916,1338,100,348,37,105,0,762.3333333333334,737.6666666666666
3708100JAM3,13,2557,2035,1291,153,357,40,215,2,754.5,810.6666666666666
3708100JAM4,13,3516,2941,2201,144,333,68,181,0,804.5,1288.1666666666667
3708100JAM5,13,2437,1945,1398,151,99,44,251,2,287.5,826.6666666666666
3708100JEF1,13,4802,3634,1919,335,1286,67,72,2,1205.3333333333333,1181.6666666666667
3708100JEF2,13,4802,3468,1382,335,1664,110,59,5,1366.3333333333333,691.0
3708100JEF3,13,5457,4081,909,262,2756,127,116,3,2569.3333333333335,491.8333333333333
3708100JEF4,13,2834,2214,1352,127,615,69,73,3,818.0,753.6666666666666
3708100MON1,13,4940,3593,1192,416,1888,96,72,4,1438.3333333333333,599.1666666666666
3708100MON3,13,6375,4766,3445,288,833,106,99,6,1360.5,2164.3333333333335
3708100NDRI,13,3981,2957,2358,167,163,77,199,4,597.1666666666666,1513.0
3708100NMAD,13,4123,3148,1607,242,1159,81,79,8,1104.3333333333333,1011.8333333333334
3708100SDRI,13,8139,6195,4125,305,795,88,857,14,1846.1666666666667,2479.5
3708100SMAD,13,3655,2947,1882,207,779,91,29,1,913.5,1079.6666666666667
3708100STOK,13,5924,4456,3795,194,247,79,117,8,973.0,2367.8333333333335
3708100SUM1,13,3300,2596,878,240,1368,64,121,3,1185.8333333333333,536.8333333333334
3708100SUM2,13,3568,2718,1061,239,1299,74,76,1,1146.5,528.5
3708100SUM3,13,1922,1494,1137,208,108,40,12,1,271.3333333333333,708.1666666666666
3708100SUM4,13,2637,2160,1933,80,61,56,13,1,325.0,1260.8333333333333
370810G40A1,13,2017,1653,1259,67,185,12,109,6,745.8333333333334,602.0
370810G40A2,13,1852,1516,1056,70,298,16,74,0,600.6666666666666,326.0
370810H27-A,13,2864,2136,1308,125,369,40,288,1,854.6666666666666,751.0
370810H27-B,13,3167,2346,1317,186,400,43,394,9,905.3333333333334,765.1666666666666
370810MON2A,13,5481,3973,1086,280,2508,131,55,3,1839.3333333333333,574.3333333333334
370810MON2B,13,2403,1852,786,74,924,51,40,2,976.5,423.8333333333333
370810NCGR1,13,4374,3143,2621,94,247,45,123,3,1082.0,1592.8333333333333
370810NCGR2,13,3393,2474,2077,112,157,36,75,1,673.6666666666666,1285.8333333333333
370810NWASH,13,1742,1395,1228,41,87,38,2,2,188.0,805.3333333333334
370810SCLAY,13,2646,2183,1948,59,96,55,22,5,365.0,1270.8333333333333
370810SWASH,13,1323,1064,899,33,93,36,13,0,179.5,606.5
37081NCLAY1,13,3188,2517,1788,79,541,49,59,0,842.0,1193.0
37081NCLAY2,13,1740,1468,1260,46,89,42,30,1,335.8333333333333,860.3333333333334
370830000SN,6,2985,2438,639,56,1729,23,7,3,1423.5,447.1666666666667
37083000HAL,6,2520,2299,643,71,1546,32,4,1,763.5,246.16666666666666
37083000HOL,6,2888,2291,205,38,977,1098,13,4,1103.0,151.33333333333334
37083000HPR,6,1380,1147,459,57,613,20,2,1,363.3333333333333,236.16666666666666
37083000RRC,6,3202,2461,1476,56,855,65,38,8,577.6666666666666,835.6666666666666
3708300CONC,6,383,331,105,14,206,6,0,1,184.66666666666666,61.333333333333336
3708300ENF1,6,2598,2132,396,28,1684,28,3,2,1297.5,222.66666666666666
3708300RR-3,6,1719,1286,974,47,206,39,18,2,267.5,577.5
3708300RR-4,6,1356,1016,834,27,122,13,25,2,219.33333333333334,499.8333333333333
3708300RR-5,6,1451,1117,769,56,267,21,14,5,267.3333333333333,413.8333333333333
3708300RR-7,6,1716,1299,417,41,818,30,1,2,625.6666666666666,226.33333333333334
3708300RR-9,6,3766,2984,1047,69,1850,58,4,1,1381.0,510.5
370830BUTWD,6,521,443,173,14,244,28,2,1,165.83333333333334,121.66666666666667
370830ENF-2,6,1682,1308,177,15,1099,29,1,2,843.1666666666666,85.0
370830FAUCT,6,1575,1342,786,18,513,21,9,1,411.5,447.5
370830LIT-1,6,1838,1517,479,24,998,28,8,3,761.1666666666666,451.1666666666667
370830LIT-2,6,1639,1438,1036,15,354,25,5,0,568.3333333333334,516.3333333333334
370830RINGW,6,1609,1292,175,29,1046,62,3,1,610.5,90.5
370830RR-10,6,3472,2809,1589,73,1015,56,102,3,817.8333333333334,1082.3333333333333
370830RR-11,6,3569,2755,1736,75,894,53,21,2,781.5,1091.3333333333333
370830RR1-2,6,1974,1481,895,65,490,32,15,2,375.3333333333333,470.3333333333333
370830WEL-3,6,2817,2295,735,15,1506,31,11,2,1136.1666666666667,417.6666666666667
37083WEL1-2,6,1962,1494,332,35,1103,24,5,7,763.1666666666666,185.5
3708500PR01,5,18163,12608,7089,1320,3380,518,396,78,2762.0,3447.8333333333335
3708500PR07,5,24663,16849,9876,2074,3964,535,575,87,3564.6666666666665,4642.333333333333
3708500PR08,5,11588,8787,5665,1561,1325,239,91,13,2024.1666666666667,3230.5
3708500PR16,5,15127,9729,5403,1484,2323,386,256,78,1664.5,2103.3333333333335
3708500PR20,5,3942,3050,1337,174,1426,137,23,17,1139.5,910.6666666666666
3708500PR23,5,8867,6702,4599,885,1021,210,61,12,1349.6666666666667,2574.8333333333335
3708500PR24,5,11090,8304,5736,1241,1062,228,99,12,1313.0,3429.8333333333335
3708500PR25,5,4927,3790,1876,265,1524,148,36,2,1213.0,1275.8333333333333
3708500PR26,5,6206,4939,3508,449,834,144,26,10,892.1666666666666,2042.8333333333333
3708500PR28,5,8924,6898,5313,575,737,227,74,19,1386.8333333333333,3271.5
3708500PR29,5,6817,5371,3441,346,1427,124,46,9,1352.3333333333333,2151.6666666666665
3708500PR31,5,5027,4096,2029,392,1552,82,36,7,997.1666666666666,843.8333333333334
3708500PR32,5,8227,6946,5023,568,1082,120,162,14,1064.0,1830.6666666666667
3708700000P,3,3712,3037,2861,82,12,59,17,0,542.8333333333334,1452.8333333333333
370870000AC,3,3116,2600,2327,119,22,78,29,2,597.1666666666666,962.6666666666666
370870000BC,3,58,48,33,8,4,7,2,0,9.833333333333334,11.0
370870000CE,3,471,409,396,3,1,8,0,0,61.5,252.33333333333334
370870000CR,3,1928,1562,1480,28,5,26,9,1,474.1666666666667,717.8333333333334
370870000EF,3,1724,1379,1233,84,3,43,12,1,229.66666666666666,676.1666666666666
